message_id;original_message_id;summary_line_number;cluster;subject;source_tag;specialist;summary;texto_limpo;decisao;justificativa;
sellside-766700e1-9661-4c44-9792-249e65b2d7ea__line_0009;sellside-766700e1-9661-4c44-9792-249e65b2d7ea;9;264;Global Markets Daily: Unpacking Energy Performance in Credit: How Much Fuel Is Left in the Tank?;us_macro_economy;generic/context-analysis;"- Downside (longer-term): a return to the 2008â€“2014 balance-sheet re-leveraging and capex cycle; the analyst notes early re-leveraging is visible but calls current leverage benign, and a growth-over-payout use of debt capacity is favorable for bondholders.";"- downside (longer-term): a return to the 2008â€“2014 balance-sheet re-leveraging and capex cycle; the analyst notes early re-leveraging is visible but calls current leverage benign, and a growth-over-payout use of debt capacity is favorable for bondholders.";util;;
sellside-13aaec77-450f-440f-9989-506fff7b8b57__line_0001;sellside-13aaec77-450f-440f-9989-506fff7b8b57;1;264;Global Markets Daily: Credit Hedges for a Prolonged Shock;us_macro_economy;generic/qualitative-research;"Definitive impacts. - IG and HY bond indices are only 6bp and 19bp wider since 27 February â€” still in the bottom historical quintile, and far short of the 37bp/190bp widening seen in the two months before last year's ""Liberation Day"" tariffs.";"definitive impacts. - ig and hy bond indices are only 6bp and 19bp wider since 27 february â€” still in the bottom historical quintile, and far short of the 37bp/190bp widening seen in the two months before last year's ""liberation day"" tariffs.";util;;
sellside-3b10758c-8810-4d58-88a4-32e9d0795a59__line_0010;sellside-3b10758c-8810-4d58-88a4-32e9d0795a59;10;265;Global Markets Daily: HY will still recover (Ali);us_macro_economy;generic/qualitative-research;Backdrop. Recovery rates reflect the clearing price at which defaulted bonds pass from HY investors to distressed investors. Higher defaults raise the supply of distressed paper and, all else equal, push recovery rates down â€” hence the inverse relationship between the two. Beyond the default cycle, recovery outcomes are shaped by the broader macro economy, subordination structure, and industry membership.;backdrop. recovery rates reflect the clearing price at which defaulted bonds pass from hy investors to distressed investors. higher defaults raise the supply of distressed paper and, all else equal, push recovery rates down â€” hence the inverse relationship between the two. beyond the default cycle, recovery outcomes are shaped by the broader macro economy, subordination structure, and industry membership.;util;;
sellside-4f1be3a7-7d68-492f-9522-3e9ce21891a8__line_0001;sellside-4f1be3a7-7d68-492f-9522-3e9ce21891a8;1;266;Global Markets Analyst: A Macro Userâ€™s Guide to Interest Rates Volatility Strategies;us_macro_economy;generic/qualitative-research;Definitive impacts. - Implied volatility in rates has exceeded subsequent realized by 10â€“20% on average, with the premium larger for shorter-tail options.;definitive impacts. - implied volatility in rates has exceeded subsequent realized by 10â€“20% on average, with the premium larger for shorter-tail options.;util;;
sellside-9a5c39f2-ed18-4d2d-be4d-0a487eb87b72__line_0001;sellside-9a5c39f2-ed18-4d2d-be4d-0a487eb87b72;1;267;Global Markets Daily: Drivers of and Risks to Foreign Demand for USTs (Marshall);us_macro_economy;generic/qualitative-research;Definitive impacts. - Foreign ownership of the UST market rose from ~20% (1990) to nearly 60% by the late 2000s, then fell back â€” the decline driven mainly by a smaller foreign official footprint.;definitive impacts. - foreign ownership of the ust market rose from ~20% (1990) to nearly 60% by the late 2000s, then fell back â€” the decline driven mainly by a smaller foreign official footprint.;util;;
sellside-7d3da80d-2830-4df7-9c60-eec2754c7ea3__line_0002;sellside-7d3da80d-2830-4df7-9c60-eec2754c7ea3;2;268;Global Markets Daily: Halftime Check-In For Treasury Demand;us_macro_economy;generic/context-analysis;- Net T-bill issuance was just $143bn in 1H26 after a Q2 lull, but is set to rise to $827bn for the full year.;- net t-bill issuance was just $143bn in 1h26 after a q2 lull, but is set to rise to $827bn for the full year.;util;;
sellside-dedf77a3-023d-4dc9-ad46-8bede6c4fff4__line_0016;sellside-dedf77a3-023d-4dc9-ad46-8bede6c4fff4;16;269;Global Markets Daily: Treasury Demand in 2026: Absorption Not Too Challenging;us_macro_economy;generic/qualitative-research;- **Compressed dispersion along the curve and wider swap spreads should persist**, given stable funding and a lighter coupon-supply need for outsized levered-fund appetite.;- **compressed dispersion along the curve and wider swap spreads should persist**, given stable funding and a lighter coupon-supply need for outsized levered-fund appetite.;util;;
sellside-7d3da80d-2830-4df7-9c60-eec2754c7ea3__line_0013;sellside-7d3da80d-2830-4df7-9c60-eec2754c7ea3;13;270;Global Markets Daily: Halftime Check-In For Treasury Demand;us_macro_economy;generic/context-analysis;"Risks. - **Upside to long-end yields:** Rising AI-related and IG corporate supply may erode some Treasury demand; heavier long-end IG supply has coincided with softer stripping, and greater private borrowing has historically skewed UST yields slightly above macro fundamentals â€” though the analyst judges the current effect modest, with little valuation premium in long yields.";"risks. - **upside to long-end yields:** rising ai-related and ig corporate supply may erode some treasury demand; heavier long-end ig supply has coincided with softer stripping, and greater private borrowing has historically skewed ust yields slightly above macro fundamentals â€” though the analyst judges the current effect modest, with little valuation premium in long yields.";util;;
sellside-ae2ec507-00d6-4452-b580-e4b56586aaaf__line_0004;sellside-ae2ec507-00d6-4452-b580-e4b56586aaaf;4;270;Global Markets Daily: Fed Communication And Term Premium;us_macro_economy;monetary-policy/qualitative-research;- Typical volatility drivers â€” inflation and growth expectations and the uncertainty around them â€” currently point the other way, toward lower volatility, isolating Fed communication as the incremental driver.;- typical volatility drivers â€” inflation and growth expectations and the uncertainty around them â€” currently point the other way, toward lower volatility, isolating fed communication as the incremental driver.;util;;
sellside-ec1f396c-62ca-44a6-9e1c-28ce0e8668ea__line_0010;sellside-ec1f396c-62ca-44a6-9e1c-28ce0e8668ea;10;271;US Week Ahead: October 6 â€“ October 12;us_macro_economy;monetary-policy/context-analysis;"Risks. - The report flags no explicit upside/downside scenarios to a baseline; it is a calendar preview rather than a forecast note.";"risks. - the report flags no explicit upside/downside scenarios to a baseline; it is a calendar preview rather than a forecast note.";lixo;metadados sem informação;
sellside-0138bfa1-3018-4f02-b955-d8d83b2ae629__line_0007;sellside-0138bfa1-3018-4f02-b955-d8d83b2ae629;7;271;Global Week Ahead: August 18â€“24;us_macro_economy;generic/context-analysis;"Risks. - The note is a forecast survey and flags no scenario risks to a baseline; risk here is limited to forecast-vs-consensus surprise, quantified by the out-of-consensus score rather than discussed as upside/downside.";"risks. - the note is a forecast survey and flags no scenario risks to a baseline; risk here is limited to forecast-vs-consensus surprise, quantified by the out-of-consensus score rather than discussed as upside/downside.";lixo;;
sellside-e7ca25c8-956b-419b-9405-bf2622c0ff1c__line_0009;sellside-e7ca25c8-956b-419b-9405-bf2622c0ff1c;9;271;Global Week Ahead: May 4 - May 10;us_macro_economy;monetary-policy/context-analysis;Risks. - The note is a forecast scoreboard and flags no explicit upside/downside scenario risks. It notes only mechanical uncertainty: EM data release dates follow Bloomberg's calendar and may slip at the publishing agency's discretion.;risks. - the note is a forecast scoreboard and flags no explicit upside/downside scenario risks. it notes only mechanical uncertainty: em data release dates follow bloomberg's calendar and may slip at the publishing agency's discretion.;lixo;;
sellside-e9ff7a27-43a0-413e-9a6a-b5d086cc5eb2__line_0017;sellside-e9ff7a27-43a0-413e-9a6a-b5d086cc5eb2;17;272;Global Markets Daily: Less â€œJunkyâ€ Than Ever (Rogers);us_macro_economy;generic/qualitative-research;"The note is a market commentary; its listed trade ideas are a standing cross-asset book (FX, rates, EM) unrelated to the HY thesis, and it offers no specific HY trade beyond the general case for the asset class plus hedges.";"the note is a market commentary; its listed trade ideas are a standing cross-asset book (fx, rates, em) unrelated to the hy thesis, and it offers no specific hy trade beyond the general case for the asset class plus hedges.";util;;
sellside-db91c951-18c5-4658-acc1-f4652308f71a__line_0001;sellside-db91c951-18c5-4658-acc1-f4652308f71a;1;272;Global Markets Daily: The Risks (Or Not) to Foreign Demand for US Credit (Rogers);us_macro_economy;generic/qualitative-research;Definitive impacts. - Foreign ownership of US corporate bonds stands at nearly 29%, up from ~15% in 2000, and well above the 18% foreign share of the US equity market.;definitive impacts. - foreign ownership of us corporate bonds stands at nearly 29%, up from ~15% in 2000, and well above the 18% foreign share of the us equity market.;util;;
sellside-094566ed-14b2-43ed-86e7-aa89ac987a3e__line_0011;sellside-094566ed-14b2-43ed-86e7-aa89ac987a3e;11;273;Global Markets Daily: Cross-Asset Implications If the Fed Eases More Quickly (Chang);us_macro_economy;monetary-policy/qualitative-research;Backdrop. The exercise runs four illustrative cross-asset scenarios, all sharing the premise that the market moves further toward pricing Fed easing, but differing in the growth environment. Scenario 1 is a pure dovish policy shock lowering 2-year yields by 25bp (equities up, yields down, curve steeper, broad USD weaker). Scenario 2 is a 50bp growth downgrade with no independent policy shift (equities and yields down, curve steeper, USD weakness concentrated in reserve/safe-haven currencies). Scenario 3 combines the dovish shock and the growth downgrade (equities modestly lower, yields down most, curve steeper, USD weaker across the board). Scenario 4 pairs a dovish shift with a 50bp growth upgrade (risk assets up most, yields slightly lower, USD modestly weaker mainly against cyclical currencies). Outputs are compared against options-implied volatility to judge which moves are largest in vol-adjusted terms.;backdrop. the exercise runs four illustrative cross-asset scenarios, all sharing the premise that the market moves further toward pricing fed easing, but differing in the growth environment. scenario 1 is a pure dovish policy shock lowering 2-year yields by 25bp (equities up, yields down, curve steeper, broad usd weaker). scenario 2 is a 50bp growth downgrade with no independent policy shift (equities and yields down, curve steeper, usd weakness concentrated in reserve/safe-haven currencies). scenario 3 combines the dovish shock and the growth downgrade (equities modestly lower, yields down most, curve steeper, usd weaker across the board). scenario 4 pairs a dovish shift with a 50bp growth upgrade (risk assets up most, yields slightly lower, usd modestly weaker mainly against cyclical currencies). outputs are compared against options-implied volatility to judge which moves are largest in vol-adjusted terms.;util;;
sellside-094566ed-14b2-43ed-86e7-aa89ac987a3e__line_0001;sellside-094566ed-14b2-43ed-86e7-aa89ac987a3e;1;274;Global Markets Daily: Cross-Asset Implications If the Fed Eases More Quickly (Chang);us_macro_economy;monetary-policy/qualitative-research;Definitive impacts. - Market pricing now sits at a full cut by September and more than two cuts by year-end.;definitive impacts. - market pricing now sits at a full cut by september and more than two cuts by year-end.;util;;
sellside-48e42bb9-4331-4583-94e1-e9cec4b7c5aa__line_0005;sellside-48e42bb9-4331-4583-94e1-e9cec4b7c5aa;5;274;Global Markets Daily: Making Sense of Rising Yields as the Fed Cuts (Chang);us_macro_economy;monetary-policy/qualitative-research;"- Only 1981, 1995 and 1998 produced 10y yield increases of comparable size to the current cycle; the speed of the recent selloff was exceeded only in 1981.";"- only 1981, 1995 and 1998 produced 10y yield increases of comparable size to the current cycle; the speed of the recent selloff was exceeded only in 1981.";util;;
sellside-b4330aea-658f-496f-8824-6c3a1039ecca__line_0006;sellside-b4330aea-658f-496f-8824-6c3a1039ecca;6;275;Global Rates Trader: Low Vol, Tilting Risks;us_macro_economy;generic/context-analysis;"- Canadian unemployment rose 30bp in December after a 40bp November decline; less than a full BoC hike is priced for 2026.";"- canadian unemployment rose 30bp in december after a 40bp november decline; less than a full boc hike is priced for 2026.";util;;
sellside-4e5a3270-551a-4a3b-9ae4-f04d0b5a65a3__line_0011;sellside-4e5a3270-551a-4a3b-9ae4-f04d0b5a65a3;11;275;Global Rates Trader: From Relief To Reality;us_macro_economy;generic/context-analysis;"- **Canada shifts to growth risks:** employment stabilized after two sharp declines but hiring stays soft and unemployment elevated; focus turns to USMCA renegotiation and Macklem's March hint the BoC would be ""talking about lower rates"" absent the war.";"- **canada shifts to growth risks:** employment stabilized after two sharp declines but hiring stays soft and unemployment elevated; focus turns to usmca renegotiation and macklem's march hint the boc would be ""talking about lower rates"" absent the war.";util;;
sellside-0bfa74b6-dbad-4f71-a6f5-39c30222648a__line_0008;sellside-0bfa74b6-dbad-4f71-a6f5-39c30222648a;8;275;Global Markets Analyst: G10 Rates in 2035;us_macro_economy;generic/qualitative-research;- Canada: BoC seen cutting once more this year to a 2.25% terminal rate, with 2.75% as the likely longer-run setting.;- canada: boc seen cutting once more this year to a 2.25% terminal rate, with 2.75% as the likely longer-run setting.;util;;
sellside-48beff22-73d1-46ad-93d9-b0a7dac1be71__line_0004;sellside-48beff22-73d1-46ad-93d9-b0a7dac1be71;4;276;USA: President Trump Proposes Expansive Reciprocal Tariff with a Long Lead Time;us_macro_economy;generic/qualitative-research;Opinative impacts. - [REDACTED] reads the plan as aimed at negotiation rather than implementation: the maximalist scope looks like a starting bid to extract concessions, and the long lead time creates room to bargain â€” Trump himself noted some countries have already offered to lower tariffs.;opinative impacts. - reads the plan as aimed at negotiation rather than implementation: the maximalist scope looks like a starting bid to extract concessions, and the long lead time creates room to bargain â€” trump himself noted some countries have already offered to lower tariffs.;util;;
sellside-42de1e1c-7c30-4379-94ba-8796da068741__line_0015;sellside-42de1e1c-7c30-4379-94ba-8796da068741;15;276;USA: President Trump Announces â€œReciprocalâ€ Tariffs;us_macro_economy;generic/qualitative-research;Unpacked. [REDACTED] went into this release expecting something milder: it had anticipated an auto exemption, incremental â€” not status quo â€” treatment for Canada and Mexico, and China falling within the reciprocal scope on top of existing tariffs. **The announcement came in harsher on the nominal rate (18.2% average) while, at the same time, narrower on the effective rate, because the sectoral exemption covered about a third of imports.** That apparent contradiction is the note's central point.;unpacked. went into this release expecting something milder: it had anticipated an auto exemption, incremental â€” not status quo â€” treatment for canada and mexico, and china falling within the reciprocal scope on top of existing tariffs. **the announcement came in harsher on the nominal rate (18.2% average) while, at the same time, narrower on the effective rate, because the sectoral exemption covered about a third of imports.** that apparent contradiction is the note's central point.;util;;
sellside-64494851-7a70-4b06-8e92-d9d75b5467c0__line_0002;sellside-64494851-7a70-4b06-8e92-d9d75b5467c0;2;276;USA: President Trump Announces Higher Tariff Rates;us_macro_economy;generic/post-release-comment;"The case. - **The new rates are lower than April's or the early-July letters, but sit above the 10% baseline in force since April, and are close to what was already assumed.** Trading partners at 15% account for roughly 30% of US imports and those above 15% another 20%, while countries staying at 10% cover about 8%; Mexico, China, and Canada make up the rest. China holds at 30% and Mexico at 25% (USMCA-compliant goods exempt), while non-USMCA Canadian goods rise to 35%. The schedule reflects the EU deal, where US tariffs rise *to* 15% on covered goods rather than adding 15% on top â€” estimated at a 13.2pp increase on covered EU products. Among larger holdouts, Taiwan faces 20%, India 25%, and Switzerland 39%; a separate July 30 order adds 40pp on Brazilian goods with several exemptions.";"the case. - **the new rates are lower than april's or the early-july letters, but sit above the 10% baseline in force since april, and are close to what was already assumed.** trading partners at 15% account for roughly 30% of us imports and those above 15% another 20%, while countries staying at 10% cover about 8%; mexico, china, and canada make up the rest. china holds at 30% and mexico at 25% (usmca-compliant goods exempt), while non-usmca canadian goods rise to 35%. the schedule reflects the eu deal, where us tariffs rise *to* 15% on covered goods rather than adding 15% on top â€” estimated at a 13.2pp increase on covered eu products. among larger holdouts, taiwan faces 20%, india 25%, and switzerland 39%; a separate july 30 order adds 40pp on brazilian goods with several exemptions.";util;;
sellside-64494851-7a70-4b06-8e92-d9d75b5467c0__line_0001;sellside-64494851-7a70-4b06-8e92-d9d75b5467c0;1;277;USA: President Trump Announces Higher Tariff Rates;us_macro_economy;generic/post-release-comment;"Context. On July 31 President Trump issued an executive order setting new ""reciprocal"" tariff rates for most trading partners that had not yet struck a deal with the US, alongside a separate order raising tariffs on Brazil. The comment gauges how these rates compare to earlier threats and what they mean for the firm's effective tariff rate (ETR) forecast.";"context. on july 31 president trump issued an executive order setting new ""reciprocal"" tariff rates for most trading partners that had not yet struck a deal with the us, alongside a separate order raising tariffs on brazil. the comment gauges how these rates compare to earlier threats and what they mean for the firm's effective tariff rate (etr) forecast.";util;;
sellside-85c452de-7bd6-4ed9-bcd0-ff8f971ce363__line_0008;sellside-85c452de-7bd6-4ed9-bcd0-ff8f971ce363;8;277;USA: Trump Administration Extends Tariff Pause While Signaling Higher Tariff Rates on Some US Trading Partners;us_macro_economy;generic/qualitative-research;- Country selection reflects both the highest April 2 proposed rates and, in some cases (e.g. Japan), a judgement that negotiations had made insufficient progress.;- country selection reflects both the highest april 2 proposed rates and, in some cases (e.g. japan), a judgement that negotiations had made insufficient progress.;util;;
sellside-64914763-be4f-4a11-b98b-16030cdf48cd__line_0009;sellside-64914763-be4f-4a11-b98b-16030cdf48cd;9;277;USA: White House Announces New Tariffs With Little Change to the US Effective Tariff Rate;us_macro_economy;generic/qualitative-research;Opinative impacts. - [REDACTED] expects the US ETR to remain roughly unchanged through the end of 2026, as it views the downgrade to 10% concentrated among partners with a recent trade agreement with the US as the pattern.;opinative impacts. - expects the us etr to remain roughly unchanged through the end of 2026, as it views the downgrade to 10% concentrated among partners with a recent trade agreement with the us as the pattern.;util;;
sellside-b6750b48-eb11-4334-9696-b5eafd2df99e__line_0001;sellside-b6750b48-eb11-4334-9696-b5eafd2df99e;1;278;US Economics Analyst: Tracking Inflation Risks from the Middle East Conflict;us_macro_economy;inflation/qualitative-research;Definitive impacts. - Oil prices remain roughly 30% below their late-April/early-May wartime peak despite the latest attacks.;definitive impacts. - oil prices remain roughly 30% below their late-april/early-may wartime peak despite the latest attacks.;util;;
sellside-627c7dba-7a39-4e8a-b2d9-5e0501bfaa6d__line_0013;sellside-627c7dba-7a39-4e8a-b2d9-5e0501bfaa6d;13;278;US Economics Analyst: Higher Energy Costs, International Spillovers, and the Inflation Outlook;us_macro_economy;inflation/qualitative-research;Backdrop. An ongoing war involving Iran has disrupted oil flows through the Strait of Hormuz, a chokepoint for Gulf energy and other exports including nitrogen fertilizer, aluminum and petroleum-derived intermediates. More than a quarter of global nitrogen fertilizer transits the Strait. Asia and Europe depend far more on Gulf energy imports than the US, so their local wholesale prices for refined products and natural gas have risen much more sharply since the conflict began. The US enters this shock less directly exposed on energy and, for fertilizer, cushioned by timing â€” the war began just after US farmers had secured planting-season supplies.;backdrop. an ongoing war involving iran has disrupted oil flows through the strait of hormuz, a chokepoint for gulf energy and other exports including nitrogen fertilizer, aluminum and petroleum-derived intermediates. more than a quarter of global nitrogen fertilizer transits the strait. asia and europe depend far more on gulf energy imports than the us, so their local wholesale prices for refined products and natural gas have risen much more sharply since the conflict began. the us enters this shock less directly exposed on energy and, for fertilizer, cushioned by timing â€” the war began just after us farmers had secured planting-season supplies.;util;;
sellside-5c21a95a-29dc-4680-80a0-c5cae05a290b__line_0001;sellside-5c21a95a-29dc-4680-80a0-c5cae05a290b;1;279;US Economics Analyst: A Q&A on Our Economic Forecasts Amid the Evolving War with Iran;us_macro_economy;inflation/qualitative-research;"Definitive impacts. - December 2026 headline PCE inflation forecast raised by 1pp to 3.1% y/y; expected to peak at 3.6% in April as retail gasoline sits 12% above the March average.";"definitive impacts. - december 2026 headline pce inflation forecast raised by 1pp to 3.1% ; expected to peak at 3.6% in april as retail gasoline sits 12% above the march average.";util;;
sellside-e546b950-18a7-41e2-a65c-39e3898e9380__line_0012;sellside-e546b950-18a7-41e2-a65c-39e3898e9380;12;279;US Economics Analyst: The Risks to US Inflation from the War with Iran;us_macro_economy;inflation/qualitative-research;- More severe disruptions imply a base inflation path only slightly higher, but a **materially larger** upside risk, by raising the risk of shortages and pressure on expectations.;- more severe disruptions imply a base inflation path only slightly higher, but a **materially larger** upside risk, by raising the risk of shortages and pressure on expectations.;util;;
sellside-f29acd9f-9ddc-457f-9534-0057a19f2592__line_0018;sellside-f29acd9f-9ddc-457f-9534-0057a19f2592;18;279;US Economics Analyst: Iran and the US Economy;us_macro_economy;generic/qualitative-research;"The historical review is what keeps the baseline contained. Past conflicts produced large, lasting oil spikes â€” a quadrupling after the 1973â€“74 OPEC embargo, a doubling in the Gulf War â€” but financial conditions usually tightened less and for less time. **The cases where the economy slowed most, the 1970s episodes, the Gulf War and 9/11, shared a large tightening in financial conditions, an equity sell-off and falling confidence â€” not merely higher oil.** In the 1970s the damage was compounded because high inflation forced the Fed to tighten into the shock; today's more modest FCI response is the reason [REDACTED] does not extrapolate a 1970s-style outcome.";"the historical review is what keeps the baseline contained. past conflicts produced large, lasting oil spikes â€” a quadrupling after the 1973â€“74 opec embargo, a doubling in the gulf war â€” but financial conditions usually tightened less and for less time. **the cases where the economy slowed most, the 1970s episodes, the gulf war and 9/11, shared a large tightening in financial conditions, an equity sell-off and falling confidence â€” not merely higher oil.** in the 1970s the damage was compounded because high inflation forced the fed to tighten into the shock; today's more modest fci response is the reason does not extrapolate a 1970s-style outcome.";util;;
sellside-f54b4c9a-a443-419a-bf73-767c73102917__line_0006;sellside-f54b4c9a-a443-419a-bf73-767c73102917;6;280;Global Markets Analyst: The Macro Drivers of Implied Volatility (Rosenberg);us_macro_economy;generic/quantitative-research;- Today's lower implied vol looks broadly appropriate given the calmer macro: consistent for EUR, slightly too low for GBP, slightly too high for JPY (possibly its safe-haven premium).;- today's lower implied vol looks broadly appropriate given the calmer macro: consistent for eur, slightly too low for gbp, slightly too high for jpy (possibly its safe-haven premium).;util;;
sellside-279f1014-244e-448e-9d0c-8521f8bceff3__line_0011;sellside-279f1014-244e-448e-9d0c-8521f8bceff3;11;280;Global Markets Analyst: Predicting Volatility Spikes;us_macro_economy;generic/quantitative-research;**The key asymmetry is that Europe's very low implied vol lowers the bar for realized vol to outperform what's priced, even though its macro backdrop is the more benign of the two.** In the US the opposite holds: richer implied valuations provide enough cushion that realized vol is unlikely to exceed it, despite genuine labor-market uncertainty. For the reader, the takeaway is a map of where cheap optionality and real vulnerability line up â€” a case for owning vol in Europe on valuation, while treating the US risk as real but currently fairly priced.;**the key asymmetry is that europe's very low implied vol lowers the bar for realized vol to outperform what's priced, even though its macro backdrop is the more benign of the two.** in the us the opposite holds: richer implied valuations provide enough cushion that realized vol is unlikely to exceed it, despite genuine labor-market uncertainty. for the reader, the takeaway is a map of where cheap optionality and real vulnerability line up â€” a case for owning vol in europe on valuation, while treating the us risk as real but currently fairly priced.;util;;
sellside-b6dec75c-2623-41d6-b98c-1611fe67d653__line_0001;sellside-b6dec75c-2623-41d6-b98c-1611fe67d653;1;281;Global Markets Daily: Fed Cuts and Flattening Risk (Marshall);us_macro_economy;monetary-policy/qualitative-research;"Definitive impacts. - The 5s30s Treasury curve stands roughly 20bp flatter than its peak of a month ago; curve slope has been range-bound since the September 25bp cut.";"definitive impacts. - the 5s30s treasury curve stands roughly 20bp flatter than its peak of a month ago; curve slope has been range-bound since the september 25bp cut.";util;;
sellside-2adca6b0-9a62-4e90-bf57-d20120b586a1__line_0018;sellside-2adca6b0-9a62-4e90-bf57-d20120b586a1;18;282;US Economics Weekly Update 10/27/2025;us_macro_economy;monetary-policy/context-analysis;**A research recap frames small businesses as having a hard year.** Firms under 100 employees make up 35% of the private workforce, churn jobs faster than large firms, are increasingly involved in innovation, and are more exposed to recessions and tight financial conditions given higher average rates and more variable-rate debt. Recently their employment growth has slowed more than at large firms, 2022 rate hikes raised their borrowing costs by more, post-April tariffs lifted input costs and output prices similarly across firm sizes, the recent fiscal bill extended tax cuts and reinstated subsidies (some aimed at capital spending), and they lag badly in AI adoption.;**a research recap frames small businesses as having a hard year.** firms under 100 employees make up 35% of the private workforce, churn jobs faster than large firms, are increasingly involved in innovation, and are more exposed to recessions and tight financial conditions given higher average rates and more variable-rate debt. recently their employment growth has slowed more than at large firms, 2022 rate hikes raised their borrowing costs by more, post-april tariffs lifted input costs and output prices similarly across firm sizes, the recent fiscal bill extended tax cuts and reinstated subsidies (some aimed at capital spending), and they lag badly in ai adoption.;util;;
sellside-a8106cec-7e72-4e4b-bb3e-0890c7de71cc__line_0001;sellside-a8106cec-7e72-4e4b-bb3e-0890c7de71cc;1;282;US Economics Analyst: Small Businesses: Navigating a Challenging Year (Mei/Rindels);us_macro_economy;generic/context-analysis;Landscape. - Small firms (<100 employees) employ 35% of the private workforce, a share that has trended down over recent decades.;landscape. - small firms (<100 employees) employ 35% of the private workforce, a share that has trended down over recent decades.;util;;
sellside-8c8fa313-9fbe-429c-95dd-9c9abcf6b152__line_0017;sellside-8c8fa313-9fbe-429c-95dd-9c9abcf6b152;17;283;What's Top of Mind in Macro Research: Trump tariffs still looming large, hotter-than-expected US inflation, Russia-Ukraine war;us_macro_economy;generic/context-analysis;On the inflation and Fed side, January's upside surprise coexists with an expectation of core deceleration in coming months. **The base case keeps two rate cuts in 2025, in June and December, but the text itself treats the continuation of cuts as a very close call given the inflationary impact of tariffs.** Powell signaled the Fed is in no hurry, and the read on the balance sheet has changed: the end of runoff (QT) was pushed from June to September, with the Fed willing to keep quantitative tightening going despite low visibility into its effects on money markets.;on the inflation and fed side, january's upside surprise coexists with an expectation of core deceleration in coming months. **the base case keeps two rate cuts in 2025, in june and december, but the text itself treats the continuation of cuts as a very close call given the inflationary impact of tariffs.** powell signaled the fed is in no hurry, and the read on the balance sheet has changed: the end of runoff (qt) was pushed from june to september, with the fed willing to keep quantitative tightening going despite low visibility into its effects on money markets.;util;;
sellside-5f4e4216-213e-479f-bd8b-41e35e9c1673__line_0012;sellside-5f4e4216-213e-479f-bd8b-41e35e9c1673;12;283;What's Top of Mind in Macro Research: All about Trump tariff risks;us_macro_economy;generic/context-analysis;Risks. - Downside (China tariffs): implementation risk skews later than the assumed 2Q25 timing, per the analyst.;risks. - downside (china tariffs): implementation risk skews later than the assumed 2q25 timing, per the analyst.;util;;
sellside-7dd7a2b9-3fc7-48ad-b7fe-2188e8029b85__line_0002;sellside-7dd7a2b9-3fc7-48ad-b7fe-2188e8029b85;2;283;What's Top of Mind in Macro Research: All about fading US exceptionalism;us_macro_economy;generic/context-analysis;- The US effective tariff rate is expected to rise 10pp this year, roughly 5x the increase seen during the first Trump Administration.;- the us effective tariff rate is expected to rise 10pp this year, roughly 5x the increase seen during the first trump administration.;util;;
sellside-b6a87662-b6e4-47e9-b3c1-7b5ea5d1a0d2__line_0005;sellside-b6a87662-b6e4-47e9-b3c1-7b5ea5d1a0d2;5;284;US Daily: A More Benign Tone on Tariffs (Phillips);us_macro_economy;generic/post-release-comment;"- **A broad ""universal"" tariff is downgraded and out of the base case.** Odds for the year are lowered to 25%. If any global tariff does come, it is judged more likely to be narrower â€” targeted at ""critical imports,"" roughly 10-20% of total US imports â€” than the sweeping campaign version.";"- **a broad ""universal"" tariff is downgraded and out of the base case.** odds for the year are lowered to 25%. if any global tariff does come, it is judged more likely to be narrower â€” targeted at ""critical imports,"" roughly 10-20% of total us imports â€” than the sweeping campaign version.";util;;
sellside-2376ff2c-480a-4ffd-a43c-8daa26475993__line_0017;sellside-2376ff2c-480a-4ffd-a43c-8daa26475993;17;284;US Daily: Updating Our Tariff Assumptions: A Slightly Slower Rise to a Higher Level (Phillips/Peng);us_macro_economy;generic/qualitative-research;Unpacked. The update reprices a moving target. **Rather than treat the August 1 letters as the operative event, [REDACTED] treats them as leverage and bets on a quieter mechanical outcome â€” a baseline nudge from 10% to 15% â€” that raises the ETR far less than the headline rates would suggest.** The carve-outs are what blunt the impact: imports already under sectoral tariffs, plus Canada, Mexico, and the deal countries, sit outside the baseline, so a 5pp baseline move buys only about 1.3pp of ETR.;unpacked. the update reprices a moving target. **rather than treat the august 1 letters as the operative event, treats them as leverage and bets on a quieter mechanical outcome â€” a baseline nudge from 10% to 15% â€” that raises the etr far less than the headline rates would suggest.** the carve-outs are what blunt the impact: imports already under sectoral tariffs, plus canada, mexico, and the deal countries, sit outside the baseline, so a 5pp baseline move buys only about 1.3pp of etr.;util;;
sellside-152afa75-4c54-47dc-9da9-f7cb2d84d1c3__line_0009;sellside-152afa75-4c54-47dc-9da9-f7cb2d84d1c3;9;284;US Daily: Tracking Tariffs (Peng/Phillips);us_macro_economy;generic/qualitative-research;- **Offered concessions from Vietnam, Cambodia, India, and the EU would cut the export tariff rate only modestly**, since these countries' existing rates on US goods are already very low.;- **offered concessions from vietnam, cambodia, india, and the eu would cut the export tariff rate only modestly**, since these countries' existing rates on us goods are already very low.;util;;
